id;name;region;group_key;category;tags;hidden;is_local;rating;description;access;coord_x;coord_y;created_at;lat;lng
osm-1152554412;კოშკი;რაჭა-ლეჩხუმი;food;კაფე;"[""კაფე"",""რაჭა-ლეჩხუმი""]";false;false;4.8;კაფე — რაჭა-ლეჩხუმი.;{};45.12;27.73;2026-08-04 09:08:22.691872+00;42.9152079;43.0135648
osm-1152554504;ბარჯაში;სამეგრელო-ზემო სვანეთი;food;რესტორანი;"[""რესტორანი"",""სამეგრელო-ზემო სვანეთი""]";false;false;4.8;რესტორანი — სამეგრელო-ზემო სვანეთი.;{};30.9;29.39;2026-08-04 09:08:22.691872+00;42.8711944;42.032114
osm-1152554535;ციცხვარი;სამეგრელო-ზემო სვანეთი;food;რესტორანი;"[""რესტორანი"",""სამეგრელო-ზემო სვანეთი""]";false;false;4.8;რესტორანი — სამეგრელო-ზემო სვანეთი.;{};32;27.1;2026-08-04 09:08:22.691872+00;42.9317804;42.1081385
osm-1152554658;ბარჯა;სამეგრელო-ზემო სვანეთი;food;რესტორანი;"[""რესტორანი"",""სამეგრელო-ზემო სვანეთი""]";false;false;4.8;რესტორანი — სამეგრელო-ზემო სვანეთი.;{};30.88;29.36;2026-08-04 09:08:22.691872+00;42.8720317;42.0308118
osm-1152642453;ფიესტა;სამცხე-ჯავახეთი;food;კაფე;"[""კაფე"",""სამცხე-ჯავახეთი""]";false;false;4.8;კაფე — სამცხე-ჯავახეთი.;{};44.93;75.91;2026-08-04 09:08:22.691872+00;41.6384949;43.0004703
osm-1152642727;ქიმერიონი;სამცხე-ჯავახეთი;food;კაფე;"[""კაფე"",""სამცხე-ჯავახეთი""]";false;false;4.8;კაფე — სამცხე-ჯავახეთი.;{};46.78;73.8;2026-08-04 09:08:22.691872+00;41.6942083;43.1277007
osm-1152642810;დავიტი;სამცხე-ჯავახეთი;food;რესტორანი;"[""რესტორანი"",""სამცხე-ჯავახეთი""]";false;false;4.8;რესტორანი — სამცხე-ჯავახეთი.;{};45.02;75.49;2026-08-04 09:08:22.691872+00;41.6494804;43.006679
osm-1157550453;ამორე;იმერეთი;food;კაფე;"[""კაფე"",""იმერეთი""]";false;false;4.8;კაფე — იმერეთი.;{};42.37;59.53;2026-08-04 09:08:22.691872+00;42.0724634;42.8237218
osm-1157550485;საბანკეტო;იმერეთი;food;რესტორანი;"[""რესტორანი"",""იმერეთი""]";false;false;4.8;რესტორანი — იმერეთი.;{};42.4;59.72;2026-08-04 09:08:22.691872+00;42.0675379;42.8258989
osm-1157550488;სათნოების სახლი კათარზისი;იმერეთი;food;კაფე;"[""კაფე"",""იმერეთი""]";false;false;4.8;კაფე — იმერეთი.;{};42.38;59.73;2026-08-04 09:08:22.691872+00;42.0670794;42.8243341
osm-1157550506;წყალთაშუა;იმერეთი;food;რესტორანი;"[""რესტორანი"",""იმერეთი""]";false;false;4.8;რესტორანი — იმერეთი.;{};42.51;61.71;2026-08-04 09:08:22.691872+00;42.0147497;42.833
osm-1157550508;კიხურა;იმერეთი;food;კაფე;"[""კაფე"",""იმერეთი""]";false;false;4.8;კაფე — იმერეთი.;{};42.36;59.25;2026-08-04 09:08:22.691872+00;42.0797792;42.822938
osm-1157580400;ცხინვალის მუზეუმი;შიდა ქართლი;leisure;მუზეუმი;"[""მუზეუმი"",""შიდა ქართლი""]";false;false;4.8;მუზეუმი — შიდა ქართლი.;{};59.02;53.74;2026-08-03 10:38:42.238563+00;42.2259867;43.9720899
osm-1157804117;კაფე ფორტუნა;შიდა ქართლი;food;კაფე;"[""კაფე"",""შიდა ქართლი""]";false;false;4.8;კაფე — შიდა ქართლი.;{};58.98;53.6;2026-08-04 09:08:22.691872+00;42.2295472;43.9698511
osm-1158876206;დავიტი;რაჭა-ლეჩხუმი;food;კაფე;"[""კაფე"",""რაჭა-ლეჩხუმი""]";false;false;4.8;კაფე — რაჭა-ლეჩხუმი.;{};48.94;51.1;2026-08-04 09:08:22.691872+00;42.2959298;43.2768915
osm-1158876278;ბენეფიტი;რაჭა-ლეჩხუმი;food;კაფე;"[""კაფე"",""რაჭა-ლეჩხუმი""]";false;false;4.8;კაფე — რაჭა-ლეჩხუმი.;{};49.06;51.3;2026-08-04 09:08:22.691872+00;42.2905658;43.2850977
osm-1158876502;კვირილა;რაჭა-ლეჩხუმი;food;რესტორანი;"[""რესტორანი"",""რაჭა-ლეჩხუმი""]";false;false;4.8;რესტორანი — რაჭა-ლეჩხუმი.;{};49.06;51.3;2026-08-04 09:08:22.691872+00;42.2905102;43.2850719
osm-1158876708;ყავის სახლი;რაჭა-ლეჩხუმი;food;კაფე;"[""კაფე"",""რაჭა-ლეჩხუმი""]";false;false;4.8;კაფე — რაჭა-ლეჩხუმი.;{};50.78;49.72;2026-08-04 09:08:22.691872+00;42.3323423;43.403862
osm-1158876961;მილასერი;რაჭა-ლეჩხუმი;food;კაფე;"[""კაფე"",""რაჭა-ლეჩხუმი""]";false;false;4.8;კაფე — რაჭა-ლეჩხუმი.;{};50.78;49.73;2026-08-04 09:08:22.691872+00;42.3322472;43.4037017
osm-1159072062;წყარო ოსოური;იმერეთი;nature;წყარო;"[""წყარო"",""იმერეთი""]";false;false;4.8;წყარო — იმერეთი.;{};46.57;60.37;2026-08-04 09:08:22.691872+00;42.0502303;43.1134376
osm-1159072109;ძველი გემო;იმერეთი;food;კაფე;"[""კაფე"",""იმერეთი""]";false;false;4.8;კაფე — იმერეთი.;{};45.43;58.29;2026-08-04 09:08:22.691872+00;42.105374;43.0346413
osm-1159072140;ზღაპარი;იმერეთი;food;რესტორანი;"[""რესტორანი"",""იმერეთი""]";false;false;4.8;რესტორანი — იმერეთი.;{};47.99;58.37;2026-08-04 09:08:22.691872+00;42.1032109;43.2110516
osm-1159072182;წყარო ქვერცხნარი;იმერეთი;nature;წყარო;"[""წყარო"",""იმერეთი""]";false;false;4.8;წყარო — იმერეთი.;{};46.23;61.32;2026-08-04 09:08:22.691872+00;42.0250741;43.0897464
osm-1159072388;ნატვრის წყარო;იმერეთი;nature;წყარო;"[""წყარო"",""იმერეთი""]";false;false;4.8;წყარო — იმერეთი.;{};46.08;58.38;2026-08-04 09:08:22.691872+00;42.102932;43.0792191
osm-1159072444;გემო;იმერეთი;food;კაფე;"[""კაფე"",""იმერეთი""]";false;false;4.8;კაფე — იმერეთი.;{};45.34;57.95;2026-08-04 09:08:22.691872+00;42.1141952;43.0283835
osm-1159072610;იმერეთი;იმერეთი;food;რესტორანი;"[""რესტორანი"",""იმერეთი""]";false;false;4.8;რესტორანი — იმერეთი.;{};47.31;58.87;2026-08-04 09:08:22.691872+00;42.0900287;43.1640705
osm-1159072660;ღვეძელი;იმერეთი;food;კაფე;"[""კაფე"",""იმერეთი""]";false;false;4.8;კაფე — იმერეთი.;{};45.43;58.29;2026-08-04 09:08:22.691872+00;42.1054445;43.0346257
osm-1161938450;სახინკლე;შიდა ქართლი;food;კაფე;"[""კაფე"",""შიდა ქართლი""]";false;false;4.8;კაფე — შიდა ქართლი.;{};58.91;53.93;2026-08-04 09:08:22.691872+00;42.2209047;43.9651305
osm-1163632889;ხახუაშვილის წყარო;იმერეთი;nature;წყარო;"[""წყარო"",""იმერეთი""]";false;false;4.8;წყარო — იმერეთი.;{};44.74;52.7;2026-08-04 09:08:22.691872+00;42.2533338;42.9867368
osm-1163633026;ბედიაური წყარო;იმერეთი;nature;წყარო;"[""წყარო"",""იმერეთი""]";false;false;4.8;წყარო — იმერეთი.;{};43.94;53.14;2026-08-04 09:08:22.691872+00;42.2418164;42.9320602
osm-1163633139;ხიდისთავი;იმერეთი;food;რესტორანი;"[""რესტორანი"",""იმერეთი""]";false;false;4.8;რესტორანი — იმერეთი.;{};44.62;55.62;2026-08-04 09:08:22.691872+00;42.1761539;42.978787
osm-1163633524;"წყარო ""ორ-ღარა""";იმერეთი;nature;წყარო;"[""წყარო"",""იმერეთი""]";false;false;4.8;წყარო — იმერეთი.;{};44.64;52.82;2026-08-04 09:08:22.691872+00;42.2503799;42.9800426
osm-1163633583;ოაზისი;იმერეთი;food;კაფე;"[""კაფე"",""იმერეთი""]";false;false;4.8;კაფე — იმერეთი.;{};44.61;55.49;2026-08-04 09:08:22.691872+00;42.179591;42.977781
osm-1163633711;თორთლაძეების წყარო;იმერეთი;nature;წყარო;"[""წყარო"",""იმერეთი""]";false;false;4.8;წყარო — იმერეთი.;{};44.79;53.6;2026-08-04 09:08:22.691872+00;42.2294825;42.990523
osm-1163633889;ოთხი ძმის წყარო;იმერეთი;nature;წყარო;"[""წყარო"",""იმერეთი""]";false;false;4.8;წყარო — იმერეთი.;{};45.99;52.95;2026-08-04 09:08:22.691872+00;42.2469318;43.0733042
